Precinct,Total.x,Trump,Clinton,trump_pct,clinton_pct,Total.y,Jones,Moore,jones_pct,moore_pct,change_dem
ROSALIE COMMUNITY CTR,643,475,131,0.7387247278382582,0.20373250388802489,340,124,212,0.36470588235294116,0.6235294117647059,0.16097337846491627
ROSE HILL COMMUNITY CTR,345,296,35,0.8579710144927536,0.10144927536231885,229,35,191,0.15283842794759825,0.834061135371179,0.0513891525852794
ROSINTON METHODIST,1426,1257,115,0.8814866760168303,0.08064516129032258,866,153,695,0.1766743648960739,0.8025404157043879,0.09602920360575133
ROUND ISLAND BAPTIST CHUR,2011,1328,583,0.660367976131278,0.28990551964196914,1138,486,639,0.4270650263620387,0.5615114235500879,0.13715950672006955
ROY MARTIN CENTER,2626,1783,737,0.678979436405179,0.28065498857578064,1368,527,824,0.385233918128655,0.6023391812865497,0.10457892955287434
ROYAL,397,353,39,0.889168765743073,0.0982367758186398,241,52,184,0.2157676348547718,0.7634854771784232,0.117530859036132
RURAL HOME COUNTY BLDG,404,256,133,0.6336633663366337,0.3292079207920792,292,112,174,0.3835616438356164,0.5958904109589042,0.054353723043537194
RUSHENVILLE BAPTIST,770,688,55,0.8935064935064935,0.07142857142857142,460,65,387,0.14130434782608695,0.841304347826087,0.06987577639751552
RUSSELL COUNTY COURTHOUSE,826,203,602,0.2457627118644068,0.7288135593220338,433,354,78,0.8175519630484989,0.18013856812933027,0.08873840372646502
RUSSELL VT CTR BOBO SCH,621,553,51,0.8904991948470209,0.0821256038647343,327,62,262,0.18960244648318042,0.8012232415902141,0.10747684261844612
RUSSELLVILLE ELEC PCT25,621,412,173,0.6634460547504025,0.2785829307568438,306,144,156,0.47058823529411764,0.5098039215686274,0.19200530453727382
RUSSELLVILLE HIGH PRCT21,1029,799,187,0.7764820213799806,0.18172983479105928,568,198,361,0.3485915492957746,0.6355633802816901,0.16686171450471535
RUTLEDGE COMMUNITY CTR,491,348,137,0.7087576374745418,0.2790224032586558,318,106,209,0.3333333333333333,0.6572327044025157,0.05431093007467752
RYE BYRD VOL FIRE DEPT,216,190,18,0.8796296296296297,0.08333333333333333,116,22,93,0.1896551724137931,0.8017241379310345,0.10632183908045977
S HIGHLAND COMMUNITY CTR,810,158,625,0.19506172839506172,0.7716049382716049,542,489,52,0.9022140221402214,0.0959409594095941,0.13060908386861647
SACO  VOL FIRE DEPT,22,11,10,0.5,0.45454545454545453,12,5,7,0.4166666666666667,0.5833333333333334,-0.037878787878787845
SACO 2,21,5,16,0.23809523809523808,0.7619047619047619,18,13,5,0.7222222222222222,0.2777777777777778,-0.03968253968253965
SAKS HIGH SCHOOL,2720,1782,820,0.6551470588235294,0.3014705882352941,1579,731,821,0.4629512349588347,0.5199493350221659,0.16148064672354062
SALITPA FIRE DEPT,166,92,69,0.5542168674698795,0.41566265060240964,125,58,67,0.464,0.536,0.04833734939759038
SAMSON COMMUNITY CENTER,463,434,21,0.937365010799136,0.04535637149028078,279,13,262,0.04659498207885305,0.9390681003584229,0.0012386105885722684
SAMSON MASONIC,501,365,124,0.7285429141716567,0.24750499001996007,263,87,175,0.33079847908745247,0.6653992395437263,0.0832934890674924
SAND MTN RESEARCH CTR,866,764,75,0.8822170900692841,0.08660508083140878,455,70,378,0.15384615384615385,0.8307692307692308,0.06724107301474508
SAND ROCK TOWN HALL,810,714,65,0.8814814814814815,0.08024691358024691,401,67,320,0.16708229426433915,0.7980049875311721,0.08683538068409224
SANDCUTT FIRE DEPT,247,231,13,0.9352226720647774,0.05263157894736842,125,14,110,0.112,0.88,0.059368421052631584
SANFORD AVENUE GYM,940,448,467,0.4765957446808511,0.4968085106382979,639,427,203,0.6682316118935837,0.31768388106416273,0.17142310125528581
SANTUCK COMMUNITY CTR,1258,950,257,0.7551669316375199,0.20429252782193957,721,210,501,0.2912621359223301,0.694868238557559,0.0869696081003905
SAPPS,406,50,350,0.12315270935960591,0.8620689655172413,308,284,23,0.922077922077922,0.07467532467532467,0.060008956560680726
SARAGOSSA COMMUNITY CTR,429,370,46,0.8624708624708625,0.10722610722610723,223,42,176,0.18834080717488788,0.7892376681614349,0.08111469994878065
SARDIS,125,22,101,0.176,0.808,97,82,15,0.845360824742268,0.15463917525773196,0.037360824742267984
SARDIS COMMUNITY BUILDING,284,187,89,0.6584507042253521,0.31338028169014087,201,93,103,0.4626865671641791,0.5124378109452736,0.14930628547403824
SARDIS COMMUNITY CENTER,1741,1524,156,0.8753589890867317,0.08960367604824813,896,176,703,0.19642857142857142,0.7845982142857143,0.10682489538032329
SAVES FIRE DEPT 1,1348,1149,176,0.8523738872403561,0.13056379821958458,841,175,650,0.2080856123662307,0.7728894173602854,0.0775218141466461
SAWYERVILLE HEAD START SC,763,106,647,0.13892529488859764,0.8479685452162516,582,532,47,0.9140893470790378,0.08075601374570447,0.06612080186278613
SCOTTSBORO RECCOM BLDG,5581,4275,1061,0.7659917577495072,0.1901092994087081,3231,1159,1993,0.35871247291860103,0.6168368926029093,0.16860317350989293
SE CAMDEN COURTHOUSE DIST 2,300,91,202,0.30333333333333334,0.6733333333333333,219,172,47,0.7853881278538812,0.2146118721461187,0.1120547945205479
SE CAMDEN COURTHOUSE DIST 3,46,24,21,0.5217391304347826,0.45652173913043476,31,15,16,0.4838709677419355,0.5161290322580645,0.027349228611500742
SEARCY  VOLUNTEER FIRE,206,142,60,0.6893203883495146,0.2912621359223301,127,42,84,0.33070866141732286,0.6614173228346457,0.03944652549499278
SECTION NEW CITY HALL,798,633,134,0.793233082706767,0.16791979949874686,432,133,285,0.30787037037037035,0.6597222222222222,0.1399505708716235
SEDAN PORT BLDG HWY 41,74,44,28,0.5945945945945946,0.3783783783783784,47,21,26,0.44680851063829785,0.5531914893617021,0.06843013225991945
SELMA MALL,523,33,481,0.06309751434034416,0.9196940726577438,405,384,21,0.9481481481481482,0.05185185185185185,0.02845407549040435
SELMONT WATER WORKS,422,64,349,0.15165876777251186,0.8270142180094787,341,296,44,0.8680351906158358,0.12903225806451613,0.041020972606357065
SEMAN COMMUNITY HOUSE,819,731,65,0.8925518925518926,0.07936507936507936,499,76,417,0.1523046092184369,0.8356713426853707,0.07293952985335753
SEMINOLE VFD,583,516,51,0.8850771869639794,0.08747855917667238,347,58,285,0.16714697406340057,0.8213256484149856,0.07966841488672818
SENIOR CITIZEN FIVE POINT,474,412,45,0.869198312236287,0.0949367088607595,254,55,192,0.21653543307086615,0.7559055118110236,0.12159872421010665
SEVERE,78,61,17,0.782051282051282,0.21794871794871795,54,14,39,0.25925925925925924,0.7222222222222222,0.04131054131054129
SHADY GROVE BAPT CH,421,363,42,0.8622327790973872,0.0997624703087886,213,40,169,0.18779342723004694,0.7934272300469484,0.08803095692125834
SHADY GROVE CHURCH,174,126,45,0.7241379310344828,0.25862068965517243,102,40,62,0.39215686274509803,0.6078431372549019,0.1335361730899256
SHEFF BOARD OF ED BLDG,432,273,132,0.6319444444444444,0.3055555555555556,282,140,137,0.49645390070921985,0.4858156028368794,0.19089834515366427
SHEFFIELD FIRE STN 2ND ST,676,310,341,0.45857988165680474,0.5044378698224852,386,288,93,0.7461139896373057,0.24093264248704663,0.2416761198148205
SHEFFIELD MICHAEL CENTER,581,69,500,0.11876075731497418,0.8605851979345955,426,399,24,0.9366197183098591,0.056338028169014086,0.07603452037526359
SHEFFIELD RECREATION CTR,849,580,221,0.6831566548881036,0.26030624263839813,520,254,261,0.48846153846153845,0.5019230769230769,0.22815529582314031
SHELBY IRON WORKS PARK,881,738,105,0.8376844494892168,0.1191827468785471,529,117,402,0.22117202268431002,0.7599243856332704,0.10198927580576292
SHERIFFS FIRING RANGE,237,222,12,0.9367088607594937,0.05063291139240506,129,16,113,0.12403100775193798,0.875968992248062,0.07339809635953293
SHERROD AVE CH OF CHRIST,835,294,494,0.3520958083832335,0.5916167664670658,578,469,106,0.8114186851211073,0.18339100346020762,0.21980191865404142
SHERWOOD BAPTIST CH,2785,1192,1294,0.42800718132854576,0.46463195691202874,1997,1319,603,0.6604907361041562,0.30195292939409113,0.19585877919212746
SHILOH COMM BLDG,356,313,35,0.8792134831460674,0.09831460674157304,200,28,171,0.14,0.855,0.041685393258426975
SHILOH MISSIONARY,61,24,36,0.39344262295081966,0.5901639344262295,46,34,12,0.7391304347826086,0.2608695652173913,0.14896650035637915
SHILOH SCHOOL BLDG,502,124,362,0.24701195219123506,0.7211155378486056,428,322,106,0.7523364485981309,0.24766355140186916,0.031220910749525266
SHILOH TOWN HALL,203,179,20,0.8817733990147784,0.09852216748768473,116,31,84,0.2672413793103448,0.7241379310344828,0.1687192118226601
SHINBONE VFD,203,170,27,0.8374384236453202,0.1330049261083744,135,30,103,0.2222222222222222,0.762962962962963,0.08921729611384782
SHOAL CREEK COMM CTR,402,354,36,0.8805970149253731,0.08955223880597014,257,47,206,0.1828793774319066,0.8015564202334631,0.09332713862593646
SHOAL CREEK TOWN HALL,973,755,166,0.775950668036999,0.17060637204522097,657,236,406,0.3592085235920852,0.6179604261796042,0.18860215154686424
SHORTERVILLE HOUSE,203,97,99,0.47783251231527096,0.4876847290640394,141,84,57,0.5957446808510638,0.40425531914893614,0.10805995178702438
SHOTTSVILLE FIRE DEPT,405,364,22,0.8987654320987655,0.05432098765432099,216,32,183,0.14814814814814814,0.8472222222222222,0.09382716049382715
SILAS,352,239,108,0.6789772727272727,0.3068181818181818,179,68,110,0.37988826815642457,0.6145251396648045,0.07307008633824275
SILURIA BAPTIST CHURCH,2609,1848,588,0.7083173629743197,0.2253737064009199,1615,677,896,0.41919504643962846,0.5547987616099072,0.19382134003870857
SIMCOE COMMUNITY CENTER,666,596,46,0.8948948948948949,0.06906906906906907,360,59,296,0.1638888888888889,0.8222222222222222,0.09481981981981982
SIPSEY COMMUNITY CTR,538,380,141,0.7063197026022305,0.2620817843866171,306,114,185,0.37254901960784315,0.6045751633986928,0.11046723522122603
SKINNERTON FIRE DEPT,60,44,16,0.7333333333333333,0.26666666666666666,51,12,38,0.23529411764705882,0.7450980392156863,-0.03137254901960784
SKIPPERVILLE VOTING HALL,585,491,80,0.8393162393162393,0.13675213675213677,336,73,261,0.21726190476190477,0.7767857142857143,0.080509768009768
SKIRUM COMM CTR,422,355,48,0.8412322274881516,0.11374407582938388,212,57,153,0.2688679245283019,0.7216981132075472,0.155123848698918
SKYLINE CITY HALL,738,644,68,0.8726287262872628,0.0921409214092141,355,60,282,0.16901408450704225,0.7943661971830986,0.07687316309782816
SLATE UNION CHURCH,466,431,23,0.924892703862661,0.04935622317596566,313,34,271,0.10862619808306709,0.865814696485623,0.059269974907101425
SLOCOMB NATIONAL GUARD,1113,833,263,0.7484276729559748,0.2362982929020665,665,232,428,0.34887218045112783,0.643609022556391,0.11257388754906134
SMITH STATION AUDITORIUM,5110,3458,1471,0.6767123287671233,0.287866927592955,2586,1250,1305,0.4833720030935808,0.5046403712296984,0.1955050755006258
SMOKE RISE,1232,1095,95,0.8887987012987013,0.07711038961038962,765,124,633,0.16209150326797386,0.8274509803921568,0.08498111365758425
SNEAD COMMUNITY CTR,1127,1025,78,0.9094942324755989,0.06921029281277728,634,78,550,0.12302839116719243,0.8675078864353313,0.053818098354415145
SOJOURNER COMM CTR,1196,24,1140,0.020066889632107024,0.9531772575250836,926,912,13,0.9848812095032398,0.014038876889848811,0.03170395197815612
SOUTH FORK RESTAURANT,68,6,61,0.08823529411764706,0.8970588235294118,55,48,6,0.8727272727272727,0.10909090909090909,-0.024331550802139112
SOUTHCREST BAPTIST CHURCH,2205,1695,399,0.7687074829931972,0.18095238095238095,1485,554,904,0.37306397306397304,0.6087542087542087,0.1921115921115921
SOUTHSIDE BAPTIST CHURCH,2503,1798,591,0.718337994406712,0.23611666000799042,1668,709,925,0.4250599520383693,0.5545563549160671,0.1889432920303789
SOUTHSIDE COMMUNITY CTR,4520,3824,512,0.8460176991150442,0.11327433628318584,2826,785,1953,0.2777777777777778,0.6910828025477707,0.16450344149459195
SOUTHWOOD PRESBYTERIAN,1777,1209,414,0.6803601575689364,0.23297692740574,1435,651,719,0.45365853658536587,0.5010452961672474,0.22068160917962587
SOUWILPA,81,70,8,0.8641975308641975,0.09876543209876543,34,9,24,0.2647058823529412,0.7058823529411765,0.16594045025417575
SPARKLING SPRINGS,51,46,5,0.9019607843137255,0.09803921568627451,34,7,27,0.20588235294117646,0.7941176470588235,0.10784313725490195
SPEAKE FIRE DEPT,688,531,125,0.7718023255813954,0.1816860465116279,408,106,301,0.25980392156862747,0.7377450980392157,0.07811787505699958
SPENCER REC CENTER,1669,119,1519,0.0713001797483523,0.9101258238466148,1135,1105,30,0.973568281938326,0.02643171806167401,0.06344245809171123
SPORTS BLASTSHELBY CO,4559,3391,946,0.7438034656722966,0.20750164509760913,3272,1212,1964,0.3704156479217604,0.6002444987775061,0.16291400282415128
SPRING CREEK VFD,446,389,41,0.8721973094170403,0.09192825112107623,206,39,164,0.18932038834951456,0.7961165048543689,0.09739213722843833
SPRING HILL,57,27,28,0.47368421052631576,0.49122807017543857,47,24,23,0.5106382978723404,0.48936170212765956,0.019410227696901816
SPRING STREET COMM CTR,2140,1580,500,0.7383177570093458,0.2336448598130841,1235,481,736,0.3894736842105263,0.5959514170040486,0.1558288243974422
SPRING VALLEY CHURCH GOD,430,351,67,0.8162790697674419,0.1558139534883721,236,68,165,0.288135593220339,0.6991525423728814,0.1323216397319669
SPRINGFIELD METH CHURCH,320,302,12,0.94375,0.0375,197,17,175,0.08629441624365482,0.8883248730964467,0.04879441624365482
SPRINGHILL VFD,357,130,218,0.3641456582633053,0.6106442577030813,241,177,63,0.7344398340248963,0.26141078838174275,0.12379557632181504
SPRINGHILL VOL FIRE DEPT,269,222,30,0.8252788104089219,0.11152416356877323,161,32,125,0.19875776397515527,0.7763975155279503,0.08723360040638203
SPRUCE PINE PRCT 18,559,443,85,0.7924865831842576,0.1520572450805009,296,73,218,0.24662162162162163,0.7364864864864865,0.09456437654112074
SR MUTLI PURPOSE CTR,893,324,561,0.3628219484882419,0.6282194848824189,586,408,176,0.6962457337883959,0.3003412969283277,0.06802624890597708
SRYGLEY CHURCH OF CHRIST,145,117,24,0.8068965517241379,0.16551724137931034,87,19,68,0.21839080459770116,0.7816091954022989,0.05287356321839082
ST ANDREWS METHODIST CH,734,571,148,0.7779291553133515,0.2016348773841962,433,130,298,0.3002309468822171,0.6882217090069284,0.09859606949802088
ST JOAN OF ARC CATHOLIC 1,1119,282,760,0.2520107238605898,0.6791778373547811,819,661,146,0.8070818070818071,0.17826617826617827,0.127903969727026
ST JOAN OF ARC CATHOLIC 2,1121,266,780,0.23728813559322035,0.695807314897413,819,686,122,0.8376068376068376,0.14896214896214896,0.14179952270942464
ST JOHN AME CHURCH,25,4,21,0.16,0.84,21,18,3,0.8571428571428571,0.14285714285714285,0.017142857142857126
ST JOHNS CATHOLIC CHURC,3671,2386,916,0.6499591391991283,0.24952329065649687,2848,1291,1382,0.4533005617977528,0.48525280898876405,0.20377727114125593
ST JOHNS PARK,327,198,122,0.6055045871559633,0.3730886850152905,188,95,93,0.5053191489361702,0.4946808510638298,0.13223046392087973
ST LUKE CHRISTIAN,2086,311,1663,0.14908916586768936,0.7972195589645255,1525,1364,140,0.8944262295081967,0.09180327868852459,0.09720667054367127
ST MOUNTAIN,1572,1478,66,0.9402035623409669,0.04198473282442748,890,103,776,0.11573033707865168,0.8719101123595505,0.0737456042542242
ST PAUL AME CHURCH DIST 1,51,6,45,0.11764705882352941,0.8823529411764706,50,46,4,0.92,0.08,0.03764705882352948
ST PAUL AME CHURCH DIST 2,39,1,38,0.02564102564102564,0.9743589743589743,35,35,0,1,0,0.02564102564102566
ST PHILLIP NERI CATHOLIC 1,989,797,154,0.8058645096056622,0.1557128412537917,75,18,53,0.24,0.7066666666666667,0.08428715874620829
ST PHILLIP NERI CATHOLIC 2,765,610,128,0.7973856209150327,0.16732026143790849,1017,289,698,0.28416912487708945,0.6863323500491643,0.11684886343918097
ST STEPHENS FIRE HOUSE,378,268,108,0.708994708994709,0.2857142857142857,263,93,168,0.35361216730038025,0.6387832699619772,0.06789788158609456
STANDING ROCK,260,229,24,0.8807692307692307,0.09230769230769231,127,19,99,0.14960629921259844,0.7795275590551181,0.057298606904906124
STAPLETON VFD,1027,921,64,0.8967867575462513,0.062317429406037,665,103,528,0.1548872180451128,0.793984962406015,0.09256978863907579
STAR COMMUNITY CENTER,88,83,3,0.9431818181818182,0.03409090909090909,54,1,53,0.018518518518518517,0.9814814814814815,-0.015572390572390571
STATION 2 CARROLLS CREEK,983,814,144,0.8280773143438453,0.14649033570701933,641,182,445,0.2839313572542902,0.6942277691107644,0.13744102154727086
STEINERS STORE,170,144,20,0.8470588235294118,0.11764705882352941,105,13,89,0.12380952380952381,0.8476190476190476,0.006162464985994404
STEMLEY VFD,1302,892,383,0.685099846390169,0.2941628264208909,862,356,489,0.41299303944315546,0.5672853828306265,0.11883021302226454
STEVENSON CITY PARK,1516,1093,379,0.7209762532981531,0.25,641,262,372,0.40873634945397813,0.5803432137285491,0.15873634945397813
STEWART,275,189,79,0.6872727272727273,0.2872727272727273,176,80,93,0.45454545454545453,0.5284090909090909,0.16727272727272724
STEWARTVILLE CH OF CHRIST,833,688,111,0.8259303721488596,0.1332533013205282,391,94,293,0.24040920716112532,0.7493606138107417,0.10715590584059712
STILLMAN COLL HAYS CTR,2617,91,2458,0.03477264042797096,0.9392434084829958,2148,2090,48,0.972998137802607,0.0223463687150838,0.03375472931961121
STOCKTON CIVIC BUILDING,446,412,26,0.9237668161434978,0.05829596412556054,292,19,264,0.06506849315068493,0.9041095890410958,0.006772529025124388
STONEWALLCANNAN COMM CTR,137,59,75,0.4306569343065693,0.5474452554744526,97,59,38,0.6082474226804123,0.3917525773195876,0.06080216720595977
STOUGH VOTING CENTER,366,313,41,0.855191256830601,0.11202185792349727,203,28,174,0.13793103448275862,0.8571428571428571,0.02590917655926135
STOUTS MOUNTAIN CHURCH,168,139,19,0.8273809523809523,0.1130952380952381,105,20,82,0.19047619047619047,0.780952380952381,0.07738095238095237
STRAUGHN AG BUILDING,593,554,30,0.9342327150084317,0.050590219224283306,323,41,274,0.12693498452012383,0.848297213622291,0.07634476529584053
STRICKLAND KINGVILLE,117,106,10,0.905982905982906,0.08547008547008547,69,7,61,0.10144927536231885,0.8840579710144928,0.015979189892233375
STROUD,171,71,95,0.4152046783625731,0.5555555555555556,121,76,45,0.628099173553719,0.371900826446281,0.07254361799816345
STUDDARDS CROSSROADS,51,44,5,0.8627450980392157,0.09803921568627451,30,4,26,0.13333333333333333,0.8666666666666667,0.03529411764705882
STURKIE,398,202,189,0.507537688442211,0.4748743718592965,260,147,107,0.5653846153846154,0.4115384615384615,0.09051024352531889
SUGAR CREEK BANGOR,516,475,25,0.9205426356589147,0.04844961240310078,300,32,264,0.10666666666666667,0.88,0.058217054263565896
SUGAR CREEK EXP STATION,84,76,6,0.9047619047619048,0.07142857142857142,53,5,48,0.09433962264150944,0.9056603773584906,0.022911051212938016
SULLIGENT CITY HALL NORTH,885,693,179,0.7830508474576271,0.20225988700564973,478,137,339,0.28661087866108786,0.7092050209205021,0.08435099165543813
SULLIGENT CITY HALL SOUTH,343,258,77,0.7521865889212828,0.22448979591836735,191,56,134,0.2931937172774869,0.7015706806282722,0.06870392135911954
SULPHUR SPRINGS COMM CTR,143,103,32,0.7202797202797203,0.22377622377622378,78,28,49,0.358974358974359,0.6282051282051282,0.1351981351981352
SUMMERDALE COMM,1859,1571,223,0.8450779989241528,0.11995696611081226,1157,263,858,0.22731201382886776,0.7415730337078652,0.1073550477180555
SUMMERFIELD VFD,531,382,138,0.71939736346516,0.2598870056497175,354,137,215,0.3870056497175141,0.6073446327683616,0.1271186440677966
SUMMIT,446,386,49,0.8654708520179372,0.10986547085201794,259,55,203,0.21235521235521235,0.7837837837837838,0.10248974150319441
SUNLIGHT AUDITORIUM 1,898,14,859,0.015590200445434299,0.9565701559020044,743,728,14,0.9798115746971736,0.018842530282637954,0.023241418795169166
SUNLIGHT AUDITORIUM 2,457,7,444,0.015317286652078774,0.9715536105032823,200,196,3,0.98,0.015,0.008446389496717721
SUNNY SOUTH VOTING BOOTH,198,63,133,0.3181818181818182,0.6717171717171717,119,89,30,0.7478991596638656,0.25210084033613445,0.07618198794669384
SUSAN MOORE,875,762,93,0.8708571428571429,0.10628571428571429,474,67,401,0.14135021097046413,0.8459915611814346,0.03506449668474984
SWAGG,305,254,41,0.8327868852459016,0.13442622950819672,167,41,121,0.24550898203592814,0.7245508982035929,0.11108275252773142
SWEARENGIN COMMUNITY CTR,641,491,109,0.765990639625585,0.17004680187207488,331,105,221,0.31722054380664655,0.6676737160120846,0.14717374193457167
SWEET PILGRIM CHURCH,126,54,72,0.42857142857142855,0.5714285714285714,73,51,22,0.6986301369863014,0.3013698630136986,0.12720156555773
SWEET WATER TOWN OFFICE,493,282,202,0.5720081135902637,0.40973630831643004,421,230,190,0.5463182897862233,0.4513064133016627,0.13658198146979328
SYCAMORE NUTRITION CTR,437,272,160,0.6224256292906178,0.36613272311212813,281,133,148,0.47330960854092524,0.5266903914590747,0.10717688542879711
SYLVAN GROVE VOTING HALL,184,165,18,0.8967391304347826,0.09782608695652174,113,17,92,0.1504424778761062,0.8141592920353983,0.05261639091958446
SYLVANIA TOWN HALL,1143,976,118,0.8538932633420823,0.10323709536307961,608,135,459,0.22203947368421054,0.7549342105263158,0.11880237832113093
TABERNACLE ACTIVITY CTR,345,253,84,0.7333333333333333,0.24347826086956523,165,70,87,0.42424242424242425,0.5272727272727272,0.18076416337285903
TALLADEGA CO CENTRAL HS,337,107,229,0.31750741839762614,0.6795252225519288,236,185,50,0.7838983050847458,0.211864406779661,0.10437308253281696
TALLASSEE CITY HALL,670,554,98,0.826865671641791,0.14626865671641792,354,88,261,0.24858757062146894,0.7372881355932204,0.10231891390505102
TALLAWEKA BAPTIST CHURCH,1564,1247,259,0.7973145780051151,0.1656010230179028,885,231,642,0.26101694915254237,0.7254237288135593,0.09541592613463956
TANNEHILL VLY BAPT,1681,1430,207,0.8506841165972635,0.12314098750743604,1033,250,766,0.2420135527589545,0.7415295256534365,0.11887256525151846
TARENTUM COMM CLUBHOUSE,352,282,58,0.8011363636363636,0.16477272727272727,226,51,173,0.22566371681415928,0.7654867256637168,0.06089098954143202
TATE SCHOOL,223,196,16,0.8789237668161435,0.07174887892376682,125,16,107,0.128,0.856,0.05625112107623319
TAYLOR CITY HALL,1565,1326,185,0.8472843450479233,0.1182108626198083,809,187,611,0.2311495673671199,0.7552533992583437,0.11293870474731159
TENBROECK COMMUNITY CTR,675,574,74,0.8503703703703703,0.10962962962962963,356,86,265,0.24157303370786518,0.7443820224719101,0.13194340407823554
TENNILLE METHODIST,79,65,10,0.8227848101265823,0.12658227848101267,49,8,41,0.16326530612244897,0.8367346938775511,0.0366830276414363
TENSAW VFD,141,40,96,0.28368794326241137,0.6808510638297872,103,78,25,0.7572815533980582,0.24271844660194175,0.07643048956827103
TEXASVILLE COMMUNITY CTR,275,204,70,0.7418181818181818,0.2545454545454545,159,47,111,0.29559748427672955,0.6981132075471698,0.04105202973127503
THACH SCHOOL,551,491,41,0.8911070780399274,0.07441016333938294,304,46,254,0.1513157894736842,0.8355263157894737,0.07690562613430127
THARPTOWN PRCT 13,385,288,79,0.7480519480519481,0.2051948051948052,177,60,116,0.3389830508474576,0.655367231638418,0.1337882456526524
THE CHURCH AT BROOKHILLS,3505,2501,830,0.7135520684736091,0.23680456490727533,2406,983,1350,0.4085619285120532,0.5610972568578554,0.17175736360477786
THE DONOHO SCHOOL,813,573,185,0.7047970479704797,0.22755227552275523,561,286,262,0.5098039215686274,0.46702317290552586,0.28225164604587216
THE DWELLING PLACE,3287,2109,895,0.6416184971098265,0.27228475813811986,2375,1105,1169,0.4652631578947368,0.4922105263157895,0.19297839975661696
THE RIVER 1,782,641,116,0.819693094629156,0.1483375959079284,647,153,483,0.23647604327666152,0.7465224111282844,0.08813844736873314
THE RIVER 2,1106,927,154,0.8381555153707052,0.13924050632911392,496,119,366,0.2399193548387097,0.7379032258064516,0.10067884850959577
THE ROC,2504,1987,419,0.7935303514376997,0.16733226837060702,1410,439,929,0.31134751773049646,0.6588652482269504,0.14401524935988944
THE VALLEY CHURCH,180,166,10,0.9222222222222223,0.05555555555555555,93,12,76,0.12903225806451613,0.8172043010752689,0.07347670250896057
THOMPSON,107,29,78,0.27102803738317754,0.7289719626168224,86,69,15,0.8023255813953488,0.1744186046511628,0.07335361877852642
THOMPSONKIRKLAND SCHOOL,156,141,11,0.9038461538461539,0.07051282051282051,84,11,73,0.13095238095238096,0.8690476190476191,0.06043956043956045
THREE NOTCH US HWY 82 E,132,16,115,0.12121212121212122,0.8712121212121212,99,89,10,0.898989898989899,0.10101010101010101,0.02777777777777779
TIBBIE FIRE HOUSE,402,364,30,0.9054726368159204,0.07462686567164178,255,42,209,0.16470588235294117,0.8196078431372549,0.09007901668129939
TILLISON BEND WATER AUTH,574,466,78,0.8118466898954704,0.13588850174216027,372,125,236,0.33602150537634407,0.6344086021505376,0.2001330036341838
TIPTON SCHOOL,1672,78,1577,0.04665071770334928,0.9431818181818182,1305,1255,47,0.9616858237547893,0.03601532567049808,0.01850400557297105
TISHABEE COMMUNITY CTR,242,15,226,0.06198347107438017,0.9338842975206612,214,210,4,0.9813084112149533,0.018691588785046728,0.047424113694292114
TONEY UNITED METHODIST,2471,1613,731,0.6527721570214488,0.2958316471064346,1636,773,810,0.4724938875305624,0.49511002444987773,0.17666224042412776
TOOMEY,160,83,71,0.51875,0.44375,113,49,64,0.4336283185840708,0.5663716814159292,-0.010121681415929173
TOULMINVILLE LIBRARY 1,837,9,809,0.010752688172043012,0.966547192353644,727,713,14,0.9807427785419532,0.01925722145804677,0.014195586188309295
TOULMINVILLE LIBRARY 2,686,11,654,0.016034985422740525,0.9533527696793003,476,467,8,0.9810924369747899,0.01680672268907563,0.0277396672954896
TOWN CREEK  COMM CENTER,393,133,251,0.3384223918575064,0.638676844783715,236,179,53,0.7584745762711864,0.2245762711864407,0.11979773148747141
TOWNLEY ODD FELLOWS,215,172,34,0.8,0.15813953488372093,131,36,93,0.2748091603053435,0.7099236641221374,0.1166696254216226
TOXEY,331,197,131,0.595166163141994,0.3957703927492447,148,69,78,0.46621621621621623,0.527027027027027,0.07044582346697154
TREE HOUSE SCHOOL,791,561,195,0.7092288242730721,0.24652338811630847,546,224,318,0.41025641025641024,0.5824175824175825,0.16373302214010177
TREE OF LIFE CHRISTIAN CH 1,1143,754,337,0.6596675415573053,0.29483814523184604,389,186,190,0.4781491002570694,0.4884318766066838,0.18331095502522338
TREE OF LIFE CHRISTIAN CH 2,1294,835,406,0.6452859350850078,0.31375579598145287,1363,615,721,0.4512105649303008,0.528980190755686,0.13745476894884795
TRENTON FIRE HALL,70,60,8,0.8571428571428571,0.11428571428571428,41,13,28,0.3170731707317073,0.6829268292682927,0.20278745644599305
TRIANA CITY HALL,1591,563,911,0.3538654934003771,0.5725958516656191,1289,992,268,0.769588828549263,0.20791311093871218,0.19699297688364392
TRICOMMUNITY FIRE,309,236,71,0.7637540453074434,0.2297734627831715,191,60,131,0.31413612565445026,0.6858638743455497,0.08436266287127875
TRINITY MISSIONARY BAPT,293,243,40,0.8293515358361775,0.13651877133105803,149,41,105,0.2751677852348993,0.7046979865771812,0.1386490139038413
TRINITY MUNICIPAL BLDG,1420,1102,258,0.776056338028169,0.18169014084507043,803,242,540,0.3013698630136986,0.6724782067247821,0.11967972216862818
TRINITY UNITED METHODIST,3030,1536,1235,0.5069306930693069,0.4075907590759076,2162,1309,779,0.6054579093432008,0.3603145235892692,0.19786715026729318
